City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
507,reedsburg,43.5325,-90.0026,1.62,93,100,2.57,US,2024-01-31 00:01:36-05:00
508,kourou,5.1552,-52.6478,27.03,87,18,3.47,GF,2024-01-31 00:00:12-05:00
509,anqing,30.5092,117.0506,11.27,92,100,2.16,CN,2024-01-31 00:01:37-05:00
510,ketchikan,55.3422,-131.6461,8.99,95,100,2.49,US,2024-01-30 23:59:54-05:00
511,boguchany,58.3814,97.4531,-25.08,91,12,0.89,RU,2024-01-31 00:01:38-05:00
512,mineral wells,32.8085,-98.1128,16.12,47,11,1.08,US,2024-01-31 00:01:39-05:00
513,lata,40.1629,-8.3327,8.84,78,99,2.0,PT,2024-01-31 00:01:40-05:00
514,saldanha,-33.0117,17.9442,18.03,92,98,2.56,ZA,2024-01-31 00:01:40-05:00
515,huarmey,-10.0681,-78.1522,24.03,82,100,2.47,PE,2024-01-31 00:01:41-05:00
516,nagqu,31.5,92.0,-4.88,19,63,6.65,CN,2024-01-31 00:01:42-05:00
517,xinzhuang,39.0203,117.3239,0.01,59,40,5.0,CN,2024-01-31 00:01:43-05:00
518,lebyazh'ye,55.2689,66.4947,-18.95,98,36,3.45,RU,2024-01-31 00:01:44-05:00
519,newman,37.3138,-121.0208,16.27,73,82,0.89,US,2024-01-31 00:01:45-05:00
520,alaghsas,17.0187,8.0168,17.8,25,24,8.01,NE,2024-01-31 00:01:45-05:00
521,horta,38.5333,-28.6333,12.79,87,30,2.68,PT,2024-01-31 00:01:46-05:00
522,barra,-11.0894,-43.1417,22.67,81,30,1.05,BR,2024-01-31 00:01:47-05:00
523,carinhanha,-14.3047,-43.765,21.8,92,87,1.0,BR,2024-01-31 00:01:47-05:00
524,simenqian,27.4872,110.8861,12.28,97,100,1.1,CN,2024-01-31 00:01:48-05:00
525,santa cruz,-17.8,-63.1667,24.7,94,41,3.09,BO,2024-01-31 00:01:49-05:00
526,huadian,42.9633,126.7478,-12.17,75,100,4.66,CN,2024-01-31 00:01:49-05:00
527,cikarang,-6.2611,107.1528,29.05,82,96,3.71,ID,2024-01-31 00:01:50-05:00
528,diamantina,-18.2494,-43.6003,17.03,93,100,1.55,BR,2024-01-31 00:01:51-05:00
529,la ronge,55.1001,-105.2842,7.14,49,0,6.17,CA,2024-01-31 00:01:52-05:00
530,illizi,26.4833,8.4667,6.89,49,0,5.59,DZ,2024-01-31 00:01:53-05:00
531,fort bragg,35.139,-79.006,7.91,83,75,1.54,US,2024-01-31 00:01:54-05:00
532,lewiston orchards,46.3804,-116.9754,11.81,74,0,4.12,US,2024-01-31 00:01:55-05:00
533,ornskoldsvik,63.2909,18.7153,-12.47,85,20,2.06,SE,2024-01-31 00:01:55-05:00
534,iquique,-20.2208,-70.1431,20.02,79,42,0.88,CL,2024-01-31 00:01:56-05:00
535,northam,51.0333,-4.2167,4.03,87,57,4.43,GB,2024-01-31 00:01:57-05:00
536,kachhwa,25.2167,82.7167,15.99,42,43,1.63,IN,2024-01-31 00:01:58-05:00
537,aleg,17.0481,-13.9209,19.6,11,0,5.15,MR,2024-01-31 00:01:59-05:00
538,mashhad,36.297,59.6062,1.08,86,20,2.06,IR,2024-01-31 00:01:59-05:00
539,manggar,-2.8833,108.2667,27.34,80,100,1.92,ID,2024-01-31 00:02:00-05:00
540,dalby,-27.1833,151.2667,31.87,39,12,6.93,AU,2024-01-31 00:02:00-05:00
541,severo-yeniseyskiy,60.3725,93.0408,-21.9,81,20,0.89,RU,2024-01-31 00:02:01-05:00
542,rawson,-43.3002,-65.1023,24.91,33,15,5.12,AR,2024-01-31 00:02:01-05:00
543,goz beida,13.95,20.55,16.73,26,2,3.0,TD,2024-01-31 00:02:02-05:00
544,lutjenburg,54.2919,10.5895,4.9,83,89,3.58,DE,2024-01-31 00:02:03-05:00
545,businga,3.3333,20.8833,22.85,47,100,0.63,CD,2024-01-31 00:02:03-05:00
546,souillac,-20.5167,57.5167,28.21,78,40,2.06,MU,2024-01-31 00:02:04-05:00
547,sao vicente,-23.9631,-46.3919,29.1,26,96,0.76,BR,2024-01-31 00:02:04-05:00
548,pickering,43.9001,-79.1329,3.43,93,100,1.54,CA,2024-01-30 23:58:32-05:00
549,bubaque,11.2833,-15.8333,25.33,66,90,3.65,GW,2024-01-31 00:02:05-05:00
550,isangel,-19.55,169.2667,26.64,76,44,2.08,VU,2024-01-31 00:02:06-05:00
551,nema,57.5067,50.5011,-7.4,94,62,3.26,RU,2024-01-31 00:02:07-05:00
552,tianshui,34.5439,105.6897,1.79,84,100,1.27,CN,2024-01-31 00:02:08-05:00
553,abbeville,50.1,1.8333,6.98,87,56,2.72,FR,2024-01-31 00:02:08-05:00
554,kenora,49.8167,-94.4337,-0.46,93,20,5.14,CA,2024-01-30 23:59:06-05:00
555,shendi,16.6915,33.4341,15.16,30,2,5.94,SD,2024-01-31 00:02:13-05:00
556,chonchi,-42.6128,-73.8092,15.56,99,94,0.87,CL,2024-01-31 00:02:14-05:00
557,mianwali,32.5741,71.5264,15.18,54,0,1.99,PK,2024-01-31 00:02:14-05:00
558,ypsonas,34.6884,32.9574,11.54,71,75,10.8,CY,2024-01-31 00:02:15-05:00
559,dakhla,23.6848,-15.958,19.18,40,0,4.05,EH,2024-01-31 00:02:15-05:00
560,katsuren-haebaru,26.3369,127.8719,26.43,67,75,5.14,JP,2024-01-31 00:02:16-05:00
561,ribadesella,43.4614,-5.0596,13.19,73,96,1.44,ES,2024-01-31 00:02:17-05:00
